lon;lat
-48,124722;-15,519722
-48,124722;-15,519722
-41,199167;-21,799444
-41,199167;-21,799444
-41,199167;-21,799444
-41,199167;-21,799444
-41,199167;-21,799444
-41,118333;-21,821389
-38,576183;-3,741875
-40,095833;-18,173333
-40,095833;-18,173333
-51,370278;-23,328056
-42,660907;-11,329934
-42,557375;-11,4123
-42,537106;-11,535815
-49,514216;-28,835885
-52,55888;-26,455303
-52,426172;-26,247367
-42,54237;-11,541598
-42,566301;-11,481248
-42,461563;-11,415589
-54,455657;-25,656611
-42,550201;-11,554721
-57,225;-15,65
-51,160414;-25,384451
-38,566152;-3,779336
-48,978;-25,387
-47,798;-21,171
-64,419167;-12,431389
-49,393913;-27,82704
-48,933706;-27,070213
-49,244493;-26,98922
-48,612751;-26,980276
-49,047308;-26,928446
-49,121752;-25,384788
-39,516111;-14,665833
-49,581607;-28,606703
-49,357584;-25,497712
-51,762435;-28,913407
-51,325278;-23,405278
-51,325278;-23,405278
-51,325278;-23,405278
-51,325278;-23,405278
-51,325278;-23,405278
-51,325278;-23,405278
-51,325278;-23,405278
-51,325278;-23,405278
-51,325278;-23,405278
-51,325278;-23,405278
-51,325278;-23,405278
-51,325278;-23,405278
-51,325278;-23,405278
-51,325278;-23,405278
-51,325278;-23,405278
-51,325278;-23,405278
-51,325278;-23,405278
-51,325278;-23,405278
-51,325278;-23,405278
-51,325278;-23,405278
-51,325278;-23,405278
-51,325278;-23,405278
-49,567628;-28,615048
-47,868333;-15,946667
-60,658681;-3,154839
-48,852;-26,314
-48,852;-26,314
-40,144167;-18,369722
-43,327222;-18,888333
-53,425;-24,190833
-49,444092;-28,732493
-47,860556;-22,142778
-44,951944;-22,388889
-50,803056;-27,491389
-50,803056;-27,491389
-41,742222;-22,298889
-45,861944;-23,440833
-45,8125;-23,377222
-54,567222;-25,503611
-41,742222;-22,298889
-49,204581;-26,875045
-49,413016;-27,049436
-49,536859;-28,622443
-43,391111;-20,165556
-47,139617;-23,49116
-52,349095;-26,831506
-44,175833;-23,177778
-54,561944;-25,572222
-52,796389;-22,623222
-54,299722;-24,054444
-54,291111;-24,039722
-38,9775;-12,633056
-52,796389;-22,623056
-38,9775;-12,633056
-52,796389;-22,623333
-38,9775;-12,633056
-52,796389;-22,623056
-54,483889;-25,61
-62,033889;-9,772778
-62,030833;-9,772778
-62,100278;-9,7475
-62,082222;-9,745556
-63,111944;-9,195556
-62,1825;-9,113889
-62,158889;-9,096111
-62,033889;-9,772778
-62,158889;-9,096111
-62,100278;-9,7475
-62,082222;-9,745555
-62,1825;-9,113889
-62,030833;-9,772778
-63,111944;-9,195555
-51,844556;-24,440639
-51,903694;-24,356444
-49,74763;-27,153081
-52,470278;-26,819722
-49,526907;-27,973951
-52,470278;-26,819722
-51,397778;-24,938056
-51,397778;-24,938055
-51,397694;-24,938167
-48,572056;-24,297389
-48,571944;-24,2975
-40,768611;-11,740833
-48,571944;-24,2975
-48,571944;-24,2975
-48,571944;-24,297222
-48,984404;-26,244622
-48,981497;-26,247749
-46,688;-23,589
